NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY,CA,602,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,536,37.734083148, -122.177764564
EVEREST INSTITUTE-NORCROSS,GA,602,GWINNETT,JUNIOR COLLEGES,2,548,33.934120578, -84.155474892
ITT TECHNICAL INSTITUTE-CHANTILLY,VA,602,FAIRFAX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,546,38.891108086, -77.448915365
AMERICAN INTERCONTINENTAL UNIVERSITY-HOUSTON,TX,604,HARRIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,535,29.72822078, -95.548309322
MEDTECH COLLEGE-GREENWOOD CAMPUS,IN,604,JOHNSON,JUNIOR COLLEGES,2,531,39.620243576, -86.077363999
SALINA AREA TECHNICAL COLLEGE,KS,604,SALINE,JUNIOR COLLEGES,2,537,38.793597023, -97.636873915
ST PAUL'S SCHOOL OF NURSING-QUEENS,NY,605,QUEENS,JUNIOR COLLEGES,2,504,40.739497, -73.794325
ITT TECHNICAL INSTITUTE-BESSEMER,AL,606,JEFFERSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,500,33.339220789, -86.915854631
SIT GRADUATE INSTITUTE,VT,606,WINDHAM,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,414,42.891035, -72.56738
MARINELLO SCHOOLS OF BEAUTY-SANTA CLARA,CA,606,SANTA CLARA,COSMETOLOGY AND BARBER SCHOOLS,3,547,37.348232389, -121.947689321
LINCOLN TECHNICAL INSTITUTE-EDISON,NJ,606,MIDDLESEX,OTHER TECHNICAL AND TRADE SCHOOLS,3,537,40.572261578, -74.34512099
NEW YORK CAREER INSTITUTE,NY,606,NEW YORK,JUNIOR COLLEGES,2,545,40.71317774, -74.008315516
FORTIS COLLEGE-CUYAHOGA FALLS,OH,606,SUMMIT,JUNIOR COLLEGES,2,526,41.143841538, -81.470428479
BRANFORD HALL CAREER INSTITUTE-SPRINGFIELD CAMPUS,MA,607,HAMPDEN,OTHER TECHNICAL AND TRADE SCHOOLS,3,549,42.140968918, -72.543346688
ALBANY LAW SCHOOL,NY,607,ALBANY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,475,42.651368791, -73.777163851
CONCORDE CAREER INSTITUTE-SAN ANTONIO,TX,607,BEXAR,JUNIOR COLLEGES,2,547,29.490055093, -98.582368817
ITT TECHNICAL INSTITUTE-EARTH CITY,MO,609,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,517,38.757954567, -90.461159399
OHIO VALLEY UNIVERSITY,WV,609,WOOD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,431,39.312446907, -81.537807891
AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY,MO,610,BUCHANAN,COMPUTER TRAINING,1,580,39.779120053, -94.819789823
BROWN MACKIE COLLEGE-AKRON,OH,610,SUMMIT,JUNIOR COLLEGES,1,533,41.096845674, -81.590448951
PINE MANOR COLLEGE,MA,610,NORFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,442,42.320169085, -71.158007371
PIMA MEDICAL INSTITUTE-COLORADO SPRINGS,CO,611,EL PASO,JUNIOR COLLEGES,2,563,38.846199215, -104.758017001
VIRGINIA COLLEGE-SAVANNAH,GA,614,CHATHAM,JUNIOR COLLEGES,1,516,31.983580433, -81.171154302
GEORGIA CAREER INSTITUTE,GA,614,ROCKDALE,COSMETOLOGY AND BARBER SCHOOLS,3,552,33.64149459, -84.013101025
CALIFORNIA UNIVERSITY OF MANAGEMENT AND SCIENCES,CA,614,ORANGE,BUSINESS AND SECRETARIAL SCHOOLS,1,592,33.842041384, -117.941991925
VIRGINIA COLLEGE-GREENSBORO,NC,614,GUILFORD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,513,36.00925, -79.840151
MAINE COLLEGE OF ART,ME,615,CUMBERLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,459,43.655743354, -70.261014566
BRYANT & STRATTON COLLEGE-ALBANY,NY,616,ALBANY,JUNIOR COLLEGES,1,500,42.698125263, -73.809976901
WESTERN TECHNICAL COLLEGE,TX,616,EL PASO,JUNIOR COLLEGES,2,529,31.877798854, -106.425890936
REMINGTON COLLEGE-CLEVELAND CAMPUS,OH,616,CUYAHOGA,JUNIOR COLLEGES,2,510,41.422951386, -81.579346737
MARSHALL B KETCHUM UNIVERSITY,CA,617,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,427,33.889347955, -117.886229157
BAY MILLS COMMUNITY COLLEGE,MI,619,CHIPPEWA,JUNIOR COLLEGES,2,555,46.45450727, -84.60695164
UNIVERSITY OF PHOENIX-OKLAHOMA,OK,619,OKLAHOMA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,471,35.537821318, -97.5153623
SALTER COLLEGE-WEST BOYLSTON,MA,619,WORCESTER,JUNIOR COLLEGES,2,555,42.350661704, -71.787915313
BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,620,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,507,42.346022544, -71.070230668
BRYANT & STRATTON COLLEGE-SYRACUSE,NY,621,ONONDAGA,JUNIOR COLLEGES,2,516,43.058794528, -76.1366793
MEDTECH COLLEGE,IN,622,MARION,JUNIOR COLLEGES,2,529,39.891790559, -86.053187184
AQUINAS COLLEGE,TN,622,DAVIDSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,472,36.132186596, -86.844213592
EAST SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM,CA,622,LOS ANGELES,JUNIOR COLLEGES,2,581,34.076804504, -117.937116152
REID STATE TECHNICAL COLLEGE,AL,622,CONECUH,JUNIOR COLLEGES,2,549,31.460710378, -86.964485765
NORTH-WEST COLLEGE-WEST COVINA,CA,623,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,559,34.072071069, -117.949583108
LAGUNA COLLEGE OF ART AND DESIGN,CA,623,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,566,33.561448077, -117.772564328
ITT TECHNICAL INSTITUTE-SAN DIMAS,CA,623,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,551,34.102404785, -117.818401231
UNIVERSITY OF PHOENIX-SOUTH CAROLINA,SC,624,RICHLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,540,34.098845282, -80.955851554
CONCORDE CAREER COLLEGE-DALLAS,TX,625,DALLAS,JUNIOR COLLEGES,2,555,32.91846143, -96.74173531
MIDSTATE COLLEGE,IL,625,PEORIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,521,40.761916, -89.598859
BRYANT & STRATTON COLLEGE-HAMPTON,VA,625,HAMPTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,521,37.043868919, -76.392724695
COLLEGEAMERICA-PHOENIX,AZ,626,MARICOPA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,569,33.574470836, -112.121032679
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARTSVILLE,TN,626,TROUSDALE,OTHER TECHNICAL AND TRADE SCHOOLS,2,593,36.387191184, -86.143659747
THE ART INSTITUTE OF WISCONSIN,WI,627,MILWAUKEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,529,43.033318344, -87.90627935
KAPLAN COLLEGE-SAN ANTONIO-SAN PEDRO,TX,627,BEXAR,JUNIOR COLLEGES,2,574,29.512822487, -98.497103485
JACKSONVILLE COLLEGE-MAIN CAMPUS,TX,627,CHEROKEE,JUNIOR COLLEGES,2,543,31.966071863, -95.281249072
GLOBE INSTITUTE OF TECHNOLOGY,NY,627,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,490,40.714909003, -74.006010605
INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE,NM,629,SANTA FE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,486,35.58656261, -106.010015329
SPENCERIAN COLLEGE-LOUISVILLE,KY,629,JEFFERSON,JUNIOR COLLEGES,1,500,38.176465586, -85.819760794
AMERICAN COLLEGE OF HEALTHCARE SCIENCES,OR,630,MULTNOMAH,COMPUTER TRAINING,1,603,45.48038428, -122.67453293
LE CORDON BLEU COLLEGE OF CULINARY ARTS-LAS VEGAS,NV,630,CLARK,JUNIOR COLLEGES,2,587,36.188061656, -115.312551958
EVEREST UNIVERSITY-JACKSONVILLE,FL,630,DUVAL,JUNIOR COLLEGES,1,570,30.219885, -81.586366
ITT TECHNICAL INSTITUTE-CORDOVA,TN,630,SHELBY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,545,35.180610358, -89.821498581
LINCOLN TECHNICAL INSTITUTE-SHELTON,CT,631,FAIRFIELD,OTHER TECHNICAL AND TRADE SCHOOLS,3,631,41.274068095, -73.131027668
FORTIS COLLEGE-COLUMBIA,SC,631,RICHLAND,JUNIOR COLLEGES,2,529,34.015062908, -81.081902972
MEMPHIS COLLEGE OF ART,TN,631,SHELBY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,435,35.145874149, -89.99370676
EVEREST UNIVERSITY-ORANGE PARK,FL,631,CLAY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,558,30.188861744, -81.705999666
LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,CT,632,HARTFORD,OTHER TECHNICAL AND TRADE SCHOOLS,3,459,41.65923561, -72.754497575
PENNSYLVANIA STATE UNIVERSITY-PENN STATE SHENANGO,PA,632,MERCER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,539,41.234851957, -80.508203674
BROWN MACKIE COLLEGE-TULSA,OK,633,TULSA,JUNIOR COLLEGES,1,543,36.096940044, -95.853318191
LINCOLN TECHNICAL INSTITUTE-MOORESTOWN,NJ,634,BURLINGTON,OTHER TECHNICAL AND TRADE SCHOOLS,3,559,39.926758804, -74.951606286
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GA,634,FULTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,505,33.793393926, -84.387898347
REDSTONE COLLEGE,CO,635,BROOMFIELD,JUNIOR COLLEGES,2,552,39.914822313, -105.119095729
EVEREST INSTITUTE-HOBBY,TX,635,HARRIS,OTHER TECHNICAL AND TRADE SCHOOLS,3,586,29.700912596, -95.290471636
DEVRY UNIVERSITY-WASHINGTON,WA,635,KING,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,564,47.294270725, -122.287835197
HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION,NY,635,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,346,40.728938109, -73.994498601
KAPLAN UNIVERSITY-CEDAR RAPIDS CAMPUS,IA,636,LINN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,575,41.949597074, -91.713507024
BEAUTY SCHOOLS OF AMERICA-MIAMI,FL,636,MIAMI-DADE,COSMETOLOGY AND BARBER SCHOOLS,3,575,25.759917965, -80.304458779
SOKA UNIVERSITY OF AMERICA,CA,637,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,417,33.555392604, -117.733920692
NORTH AMERICAN TRADE SCHOOLS,MD,637,BALTIMORE,OTHER TECHNICAL AND TRADE SCHOOLS,3,558,39.309502904, -76.749362076
BRYANT & STRATTON COLLEGE-SOUTHTOWNS,NY,637,ERIE,JUNIOR COLLEGES,1,561,42.790182047, -78.770366089
CLEVELAND INSTITUTE OF MUSIC,OH,637,CUYAHOGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,450,41.512443945, -81.608878
HARRINGTON COLLEGE OF DESIGN,IL,638,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,516,41.882477873, -87.634658527
FRANKLIN CAREER INSTITUTE,NY,638,NASSAU,OTHER TECHNICAL AND TRADE SCHOOLS,3,598,40.70866981, -73.627680909
SELMA UNIVERSITY,AL,638,DALLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,558,32.420357693, -87.033825711
FORTIS INSTITUTE-WAYNE,NJ,640,PASSAIC,OTHER TECHNICAL AND TRADE SCHOOLS,3,564,40.88549859, -74.255793693
KAPLAN COLLEGE-EL PASO,TX,641,EL PASO,JUNIOR COLLEGES,2,576,31.737747923, -106.327867622
EMPIRE BEAUTY SCHOOL-MANHATTAN,NY,641,NEW YORK,COSMETOLOGY AND BARBER SCHOOLS,3,585,40.748937556, -73.986453228
TESST COLLEGE OF TECHNOLOGY-BALTIMORE,MD,641,BALTIMORE,JUNIOR COLLEGES,2,582,39.260690232, -76.665610625
ITT TECHNICAL INSTITUTE-OWINGS MILLS,MD,642,BALTIMORE,JUNIOR COLLEGES,1,555,39.429896, -76.812747
WESTERN TECHNOLOGY CENTER,OK,643,WASHITA,COSMETOLOGY AND BARBER SCHOOLS,3,494,35.352774, -99.185702
LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,IL,644,LAKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,470,42.243432406, -87.893204159
AVEDA INSTITUTE-SOUTH FLORIDA,FL,645,BROWARD,COSMETOLOGY AND BARBER SCHOOLS,3,580,27.768898793, -82.637405232
VILLA MARIA COLLEGE,NY,647,ERIE,JUNIOR COLLEGES,1,477,42.912390479, -78.797125354
SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,CA,647,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,523,34.046187717, -118.2330394
AVIATION INSTITUTE OF MAINTENANCE-ATLANTA,GA,648,GWINNETT,FLIGHT TRAINING,2,566,33.974409674, -83.96536764
ITT TECHNICAL INSTITUTE-FORT LAUDERDALE,FL,648,BROWARD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,552,26.078931932, -80.252323696
THE ART INSTITUTE OF CHARLESTON,SC,648,CHARLESTON,JUNIOR COLLEGES,1,554,32.781423834, -79.926970722
BLUE MOUNTAIN COLLEGE,MS,648,TIPPAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,544,34.672090066, -89.029239678
BRYANT & STRATTON COLLEGE-PARMA,OH,649,CUYAHOGA,JUNIOR COLLEGES,1,541,41.404607271, -81.781756968
ITT TECHNICAL INSTITUTE-DULUTH,GA,649,FULTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,568,34.042875159, -84.176526121
CONCORDIA COLLEGE ALABAMA,AL,650,DALLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,546,32.425337563, -87.017209506
MOORE COLLEGE OF ART AND DESIGN,PA,650,PHILADELPHIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,453,39.957078, -75.172105
LIFE CHIROPRACTIC COLLEGE WEST,CA,650,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,499,37.638099426, -122.117619154
BEAUTY SCHOOLS OF AMERICA-HOMESTEAD,FL,650,MIAMI-DADE,COSMETOLOGY AND BARBER SCHOOLS,3,613,25.475220075, -80.445659682
EVEREST UNIVERSITY-TAMPA,FL,651,HILLSBOROUGH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,537,27.996581719, -82.49761578
ITT TECHNICAL INSTITUTE-RICHMOND,VA,652,CHESTERFIELD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,569,37.499159719, -77.557388247
EAST-WEST UNIVERSITY,IL,652,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,555,41.871308811, -87.624792727
AVEDA INSTITUTE-TALLAHASSEE,FL,653,LEON,COSMETOLOGY AND BARBER SCHOOLS,3,572,30.442007796, -84.319052482
CARRINGTON COLLEGE-ALBUQUERQUE,NM,655,BERNALILLO,JUNIOR COLLEGES,2,586,35.110268772, -106.63325386
GRATZ COLLEGE,PA,655,MONTGOMERY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,612,40.068294364, -75.133388792
BECKFIELD COLLEGE-TRI-COUNTY,OH,655,HAMILTON,JUNIOR COLLEGES,2,548,39.29668255, -84.481425877
ARGOSY UNIVERSITY-LOS ANGELES,CA,656,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,571,33.92828, -118.373216
EVEREST COLLEGE-RESEDA,CA,657,LOS ANGELES,JUNIOR COLLEGES,2,596,34.200823852, -118.526676505
COVENANT THEOLOGICAL SEMINARY,MO,658,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,541,38.643065605, -90.451323043
HOLY CROSS COLLEGE,IN,658,ST. JOSEPH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,520,41.699982, -86.253668
KAPLAN CAREER INSTITUTE-PHILADELPHIA,PA,658,PHILADELPHIA,JUNIOR COLLEGES,2,610,39.954577248, -75.183873935
FORTIS INSTITUTE-BIRMINGHAM,AL,658,JEFFERSON,JUNIOR COLLEGES,2,592,33.442920749, -86.862658804
ITT TECHNICAL INSTITUTE-NASHVILLE,TN,659,DAVIDSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,552,36.147004992, -86.663046684
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MORRISTOWN,TN,660,HAMBLEN,OTHER TECHNICAL AND TRADE SCHOOLS,2,592,36.204642961, -83.299503107
LINCOLN UNIVERSITY,CA,660,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,603,37.804787812, -122.26974494
OTTAWA UNIVERSITY-KANSAS CITY,KS,661,JOHNSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,346,38.93194509, -94.635925816
ITT TECHNICAL INSTITUTE-PORTLAND,OR,661,MULTNOMAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,565,45.575060393, -122.565204532
UNIVERSITY OF PHOENIX-OREGON,OR,661,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,534,45.424135284, -122.745085854
BLACKFEET COMMUNITY COLLEGE,MT,661,GLACIER,JUNIOR COLLEGES,2,495,48.556728, -113.01473
PENNSYLVANIA STATE UNIVERSITY-PENN STATE WILKES-BARRE,PA,661,LUZERNE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,545,41.306529, -76.017242
CONCORDE CAREER COLLEGE-KANSAS CITY,MO,661,JACKSON,JUNIOR COLLEGES,1,590,39.067990421, -94.589818813
NATIONAL AMERICAN UNIVERSITY-SIOUX FALLS,SD,661,LINCOLN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,595,43.519284, -96.762794
VOORHEES COLLEGE,SC,664,BAMBERG,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,468,33.307455, -81.130104
TURTLE MOUNTAIN COMMUNITY COLLEGE,ND,664,ROLETTE,JUNIOR COLLEGES,1,520,48.883758, -99.750836
KAPLAN UNIVERSITY-LINCOLN CAMPUS,NE,665,LANCASTER,JUNIOR COLLEGES,1,593,40.808914793, -96.694180718
THE BAPTIST COLLEGE OF FLORIDA,FL,665,JACKSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,486,30.962606766, -85.503943179
COGSWELL COLLEGE,CA,665,SANTA CLARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,611,37.407026929, -122.024176732
EVEREST INSTITUTE-GREENSPOINT,TX,666,HARRIS,OTHER TECHNICAL AND TRADE SCHOOLS,3,623,29.938573694, -95.403819701
FLORIDA COLLEGE,FL,667,HILLSBOROUGH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,555,28.034910568, -82.383445777
UNIVERSITY OF PHOENIX-OHIO,OH,667,CUYAHOGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,542,41.398424855, -81.654816723
EVEREST INSTITUTE-SOUTH PLAINFIELD,NJ,667,MIDDLESEX,OTHER TECHNICAL AND TRADE SCHOOLS,3,615,40.556003498, -74.425704143
VIRGINIA COLLEGE-AUSTIN,TX,668,TRAVIS,JUNIOR COLLEGES,2,569,30.320439894, -97.699883212
CAREER COLLEGE OF NORTHERN NEVADA,NV,669,WASHOE,JUNIOR COLLEGES,2,581,39.510978, -119.750697
CARRINGTON COLLEGE-PLEASANT HILL,CA,669,CONTRA COSTA,JUNIOR COLLEGES,2,599,37.962648881, -122.072153
CARRINGTON COLLEGE-PHOENIX,AZ,670,MARICOPA,JUNIOR COLLEGES,2,617,33.561689267, -112.116104754
ST JOHN'S COLLEGE,MD,671,ANNE ARUNDEL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,472,38.981513148, -76.491397386
TOURO UNIVERSITY WORLDWIDE,CA,671,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,541,34.094784221, -118.36646749
BETHEL COLLEGE-NORTH NEWTON,KS,671,HARVEY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,483,38.075188714, -97.343727319
NEW ENGLAND COLLEGE OF OPTOMETRY,MA,672,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,519,42.351656, -71.086521
NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,672,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,498,32.713309669, -117.153305406
VIRGINIA COLLEGE-MOBILE,AL,673,MOBILE,JUNIOR COLLEGES,2,575,30.670318868, -88.115180264
EVEREST INSTITUTE-DEARBORN,MI,674,WAYNE,OTHER TECHNICAL AND TRADE SCHOOLS,3,608,42.302712079, -83.264657018
WESTWOOD COLLEGE-ANAHEIM,CA,674,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,588,33.809449819, -117.878213693
KAPLAN COLLEGE-SAN ANTONIO-INGRAM,TX,674,BEXAR,JUNIOR COLLEGES,2,556,29.464056246, -98.622695444
CAREER TECHNICAL COLLEGE-MONROE,LA,674,OUACHITA,JUNIOR COLLEGES,2,623,32.524327523, -92.100979554
VIRGINIA COLLEGE-KNOXVILLE,TN,675,KNOX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,581,36.029840409, -83.930752294
TRINE UNIVERSITY-REGIONAL/NON-TRADITIONAL CAMPUSES,IN,675,ALLEN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,675,41.176826334, -85.108364029
FASHION INSTITUTE OF DESIGN & MERCHANDISING-SAN FRANCISCO,CA,675,SAN FRANCISCO,JUNIOR COLLEGES,1,527,37.786324482, -122.406502542
MAYO MEDICAL SCHOOL,MN,676,OLMSTED,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,228,44.021994747, -92.466183888
THE NEW ENGLAND INSTITUTE OF ART,MA,678,NORFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,555,42.332078999, -71.115654177
CLOVIS ADULT EDUCATION,CA,678,FRESNO,OTHER TECHNICAL AND TRADE SCHOOLS,3,617,36.836915183, -119.690190074
MILDRED ELLEY-NEW YORK CAMPUS,NY,678,NEW YORK,JUNIOR COLLEGES,2,590,40.705781195, -74.01400372
AUTRY TECHNOLOGY CENTER,OK,680,GARFIELD,OTHER TECHNICAL AND TRADE SCHOOLS,2,572,36.419122017, -97.897189765
NATIONAL COLLEGE-NASHVILLE,TN,681,DAVIDSON,JUNIOR COLLEGES,2,517,36.044668734, -86.700627359
COYNE COLLEGE,IL,681,COOK,JUNIOR COLLEGES,2,611,41.887807564, -87.649025732
SALEM INTERNATIONAL UNIVERSITY,WV,682,HARRISON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,536,39.288631871, -80.571766971
EVEREST COLLEGE-ATLANTA WEST,GA,682,FULTON,OTHER TECHNICAL AND TRADE SCHOOLS,3,628,33.688420443, -84.491820722
ALLEN COLLEGE,IA,685,BLACK HAWK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,575,42.530084387, -92.34014835
PINNACLE CAREER INSTITUTE-SOUTH KANSAS CITY,MO,685,JACKSON,JUNIOR COLLEGES,2,580,38.942063991, -94.579691386
LIFE PACIFIC COLLEGE,CA,686,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,584,34.098701536, -117.829380091
SULLIVAN AND COGLIANO TRAINING CENTER,FL,686,MIAMI-DADE,OTHER TECHNICAL AND TRADE SCHOOLS,3,627,42.097303282, -71.054425739
FINLANDIA UNIVERSITY,MI,687,HOUGHTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,493,47.12680816, -88.589113447
PENNCO TECH-BLACKWOOD,NJ,688,CAMDEN,OTHER TECHNICAL AND TRADE SCHOOLS,2,601,39.807940538, -75.061658703
ITT TECHNICAL INSTITUTE-HOUSTON WEST,TX,688,HARRIS,JUNIOR COLLEGES,1,615,29.734105806, -95.53991706
SOUTHERN CAREERS INSTITUTE-SAN ANTONIO,TX,688,BEXAR,OTHER TECHNICAL AND TRADE SCHOOLS,3,636,29.355779208, -98.494245418
MISSOURI COLLEGE,MO,689,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,586,38.627303555, -90.335561956
WESTMINSTER THEOLOGICAL SEMINARY,PA,689,MONTGOMERY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,560,40.098790472, -75.175612593
CAREER CARE INSTITUTE,CA,690,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,585,34.678236445, -118.156379812
ITT TECHNICAL INSTITUTE-ARLINGTON,TX,690,TARRANT,JUNIOR COLLEGES,1,595,32.760802336, -97.106571335
MIDWEST TECHNICAL INSTITUTE-EAST PEORIA,IL,690,TAZEWELL,OTHER TECHNICAL AND TRADE SCHOOLS,3,651,40.644202449, -89.546521652
MCNALLY SMITH COLLEGE OF MUSIC,MN,691,RAMSEY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,518,44.949677993, -93.097555761
SABER COLLEGE,FL,693,MIAMI-DADE,JUNIOR COLLEGES,2,600,25.771518372, -80.261298761
WILLIAMS BAPTIST COLLEGE,AR,694,LAWRENCE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,560,36.125617692, -90.94026246
VATTEROTT COLLEGE-KANSAS CITY,MO,695,JACKSON,JUNIOR COLLEGES,2,638,39.053710933, -94.476509017
